ProductID,LocationID,Shelf,Bin,Quantity,ModifiedDate
494,3,A,1,49,2014-08-11 00:00:00.0000000
494,4,A,7,12,2014-08-11 00:00:00.0000000
494,40,B,3,4,2014-08-11 00:00:00.0000000
495,3,A,5,49,2014-08-11 00:00:00.0000000
495,4,A,9,35,2014-08-11 00:00:00.0000000
495,40,B,6,25,2014-08-11 00:00:00.0000000
496,3,A,4,30,2014-08-11 00:00:00.0000000
496,4,A,10,25,2014-08-11 00:00:00.0000000
496,40,B,7,44,2014-08-11 00:00:00.0000000
497,1,E,26,336,2014-08-09 00:00:00.0000000
497,6,M,8,364,2014-08-09 00:00:00.0000000
497,50,W,6,273,2014-08-09 00:00:00.0000000
504,1,E,15,392,2014-08-09 00:00:00.0000000
504,6,M,6,372,2014-08-09 00:00:00.0000000
504,50,W,4,320,2014-08-09 00:00:00.0000000
505,1,E,18,388,2014-08-11 00:00:00.0000000
505,6,M,11,299,2014-08-11 00:00:00.0000000
505,50,W,11,283,2014-08-11 00:00:00.0000000
506,1,E,13,316,2014-08-09 00:00:00.0000000
506,6,M,7,390,2014-08-09 00:00:00.0000000
506,50,W,5,121,2014-08-09 00:00:00.0000000
507,6,N,2,673,2014-08-10 00:00:00.0000000
507,50,J,1,542,2014-08-10 00:00:00.0000000
508,6,N,1,681,2014-08-10 00:00:00.0000000
508,50,J,2,550,2014-08-10 00:00:00.0000000
509,6,N,3,689,2014-08-11 00:00:00.0000000
509,50,J,7,558,2014-08-11 00:00:00.0000000
510,6,N,4,406,2014-08-11 00:00:00.0000000
510,50,J,6,316,2014-08-11 00:00:00.0000000
511,6,N,5,390,2014-08-11 00:00:00.0000000
511,50,J,5,350,2014-08-11 00:00:00.0000000
512,6,N,5,334,2014-08-08 00:00:00.0000000
512,50,J,4,281,2014-08-08 00:00:00.0000000
513,6,N,9,640,2014-08-12 00:00:00.0000000
513,50,J,3,724,2014-08-12 00:00:00.0000000
514,6,D,10,267,2008-03-31 00:00:00.0000000
514,50,G,4,318,2008-03-31 00:00:00.0000000
514,60,F,2,212,2008-03-31 00:00:00.0000000
515,6,D,2,268,2008-03-31 00:00:00.0000000
515,50,G,22,320,2008-03-31 00:00:00.0000000
515,60,F,1,214,2008-03-31 00:00:00.0000000
516,6,D,3,270,2008-03-31 00:00:00.0000000
516,50,G,23,321,2008-03-31 00:00:00.0000000
516,60,F,3,216,2008-03-31 00:00:00.0000000
517,6,D,16,272,2008-03-31 00:00:00.0000000
517,50,G,5,323,2008-03-31 00:00:00.0000000
517,60,F,5,217,2008-03-31 00:00:00.0000000
518,6,D,17,273,2008-03-31 00:00:00.0000000
518,50,G,6,324,2008-03-31 00:00:00.0000000
518,60,F,6,219,2008-03-31 00:00:00.0000000
519,6,D,15,275,2008-03-31 00:00:00.0000000
519,50,G,7,326,2008-03-31 00:00:00.0000000
519,60,F,13,220,2008-03-31 00:00:00.0000000
520,6,D,14,276,2008-03-31 00:00:00.0000000
520,50,G,2,328,2008-03-31 00:00:00.0000000
520,60,F,14,222,2008-03-31 00:00:00.0000000
521,6,D,11,278,2008-03-31 00:00:00.0000000
521,50,G,1,329,2008-03-31 00:00:00.0000000
521,60,F,18,224,2008-03-31 00:00:00.0000000
522,6,D,1,280,2008-03-31 00:00:00.0000000
522,50,G,3,331,2008-03-31 00:00:00.0000000
522,60,F,7,225,2008-03-31 00:00:00.0000000
523,6,K,1,164,2014-08-11 00:00:00.0000000
523,50,Y,1,209,2014-08-11 00:00:00.0000000
523,60,L,6,139,2014-08-11 00:00:00.0000000
524,6,L,1,124,2014-08-11 00:00:00.0000000
524,50,Y,2,228,2014-08-11 00:00:00.0000000
524,60,K,1,107,2014-08-11 00:00:00.0000000
525,6,B,2,644,2014-08-10 00:00:00.0000000
525,50,F,1,619,2014-08-10 00:00:00.0000000
526,6,B,3,587,2014-08-10 00:00:00.0000000
526,50,F,5,624,2014-08-10 00:00:00.0000000
527,6,B,4,888,2014-08-11 00:00:00.0000000
527,50,F,11,702,2014-08-11 00:00:00.0000000
528,6,F,5,924,2014-08-11 00:00:00.0000000
528,60,E,3,729,2014-08-11 00:00:00.0000000
529,6,F,6,425,2008-03-31 00:00:00.0000000
529,60,E,4,371,2008-03-31 00:00:00.0000000
530,6,F,7,336,2014-08-08 00:00:00.0000000
530,60,E,5,444,2014-08-08 00:00:00.0000000
531,6,F,8,427,2008-03-31 00:00:00.0000000
531,60,E,6,374,2008-03-31 00:00:00.0000000
532,6,F,4,715,2008-03-31 00:00:00.0000000
532,60,E,7,542,2008-03-31 00:00:00.0000000
533,6,F,1,443,2008-03-31 00:00:00.0000000
533,60,E,1,388,2008-03-31 00:00:00.0000000
534,6,L,12,379,2008-03-31 00:00:00.0000000
534,50,R,12,278,2008-03-31 00:00:00.0000000
535,6,L,14,427,2014-08-10 00:00:00.0000000
535,50,R,14,409,2014-08-10 00:00:00.0000000
679,1,E,22,164,2014-08-09 00:00:00.0000000
679,6,M,13,136,2014-08-09 00:00:00.0000000
679,50,W,13,121,2014-08-09 00:00:00.0000000
707,7,N/A,0,288,2011-05-01 00:00:00.0000000
708,7,N/A,0,324,2011-05-01 00:00:00.0000000
709,7,N/A,0,180,2011-05-01 00:00:00.0000000
710,7,N/A,0,216,2011-05-01 00:00:00.0000000
711,7,N/A,0,216,2011-05-01 00:00:00.0000000
712,7,N/A,0,288,2011-05-01 00:00:00.0000000
713,7,N/A,0,144,2011-05-01 00:00:00.0000000
714,7,N/A,0,180,2011-05-01 00:00:00.0000000
715,7,N/A,0,216,2011-05-01 00:00:00.0000000
716,7,N/A,0,252,2011-05-01 00:00:00.0000000
747,10,N/A,0,121,2011-05-01 00:00:00.0000000
747,20,N/A,0,161,2011-05-01 00:00:00.0000000
747,30,N/A,0,148,2011-05-01 00:00:00.0000000
747,40,N/A,0,107,2011-05-01 00:00:00.0000000
747,50,N/A,0,160,2011-05-01 00:00:00.0000000
747,60,N/A,0,137,2011-05-01 00:00:00.0000000
748,10,N/A,0,105,2011-05-01 00:00:00.0000000
748,20,N/A,0,145,2011-05-01 00:00:00.0000000
748,30,N/A,0,132,2011-05-01 00:00:00.0000000
748,45,N/A,0,91,2011-05-01 00:00:00.0000000
748,50,N/A,0,144,2011-05-01 00:00:00.0000000
748,60,N/A,0,121,2011-05-01 00:00:00.0000000
749,7,N/A,0,73,2011-05-01 00:00:00.0000000
749,60,N/A,0,60,2011-05-01 00:00:00.0000000
750,7,N/A,0,102,2011-05-01 00:00:00.0000000
750,60,N/A,0,121,2011-05-01 00:00:00.0000000
751,7,N/A,0,32,2011-05-01 00:00:00.0000000
751,60,N/A,0,108,2011-05-01 00:00:00.0000000
752,7,N/A,0,52,2011-05-01 00:00:00.0000000
752,60,N/A,0,76,2011-05-01 00:00:00.0000000
753,7,N/A,0,112,2011-05-01 00:00:00.0000000
753,60,N/A,0,51,2011-05-01 00:00:00.0000000
754,7,N/A,0,65,2011-05-01 00:00:00.0000000
754,60,N/A,0,83,2011-05-01 00:00:00.0000000
755,7,N/A,0,75,2011-05-01 00:00:00.0000000
755,60,N/A,0,62,2011-05-01 00:00:00.0000000
756,7,N/A,0,30,2011-05-01 00:00:00.0000000
756,60,N/A,0,99,2011-05-01 00:00:00.0000000
757,7,N/A,0,56,2011-05-01 00:00:00.0000000
757,60,N/A,0,78,2011-05-01 00:00:00.0000000
758,7,N/A,0,116,2011-05-01 00:00:00.0000000
758,60,N/A,0,49,2011-05-01 00:00:00.0000000
759,7,N/A,0,112,2011-05-01 00:00:00.0000000
759,60,N/A,0,51,2011-05-01 00:00:00.0000000
760,7,N/A,0,99,2011-05-01 00:00:00.0000000
760,60,N/A,0,86,2011-05-01 00:00:00.0000000
761,7,N/A,0,67,2011-05-01 00:00:00.0000000
761,60,N/A,0,81,2011-05-01 00:00:00.0000000
762,7,N/A,0,75,2011-05-01 00:00:00.0000000
762,60,N/A,0,62,2011-05-01 00:00:00.0000000
763,7,N/A,0,102,2011-05-01 00:00:00.0000000
763,60,N/A,0,121,2011-05-01 00:00:00.0000000
764,7,N/A,0,32,2011-05-01 00:00:00.0000000
764,60,N/A,0,108,2011-05-01 00:00:00.0000000
765,7,N/A,0,56,2011-05-01 00:00:00.0000000
765,60,N/A,0,78,2011-05-01 00:00:00.0000000
766,7,N/A,0,116,2011-05-01 00:00:00.0000000
766,60,N/A,0,49,2011-05-01 00:00:00.0000000
767,7,N/A,0,100,2011-05-01 00:00:00.0000000
767,60,N/A,0,88,2011-05-01 00:00:00.0000000
768,7,N/A,0,67,2011-05-01 00:00:00.0000000
768,60,N/A,0,81,2011-05-01 00:00:00.0000000
769,7,N/A,0,73,2011-05-01 00:00:00.0000000
769,60,N/A,0,60,2011-05-01 00:00:00.0000000
770,7,N/A,0,104,2011-05-01 00:00:00.0000000
770,60,N/A,0,123,2011-05-01 00:00:00.0000000
771,7,N/A,0,49,2011-05-01 00:00:00.0000000
771,60,N/A,0,100,2011-05-01 00:00:00.0000000
772,7,N/A,0,88,2011-05-01 00:00:00.0000000
772,60,N/A,0,65,2011-05-01 00:00:00.0000000
773,7,N/A,0,83,2011-05-01 00:00:00.0000000
773,60,N/A,0,75,2011-05-01 00:00:00.0000000
774,7,N/A,0,62,2011-05-01 00:00:00.0000000
774,60,N/A,0,102,2011-05-01 00:00:00.0000000
775,7,N/A,0,99,2011-05-01 00:00:00.0000000
775,60,N/A,0,56,2011-05-01 00:00:00.0000000
776,7,N/A,0,78,2011-05-01 00:00:00.0000000
776,60,N/A,0,116,2011-05-01 00:00:00.0000000
777,7,N/A,0,49,2011-05-01 00:00:00.0000000
777,60,N/A,0,100,2011-05-01 00:00:00.0000000
778,7,N/A,0,88,2011-05-01 00:00:00.0000000
778,60,N/A,0,65,2011-05-01 00:00:00.0000000
779,7,N/A,0,75,2012-04-30 00:00:00.0000000
779,60,N/A,0,62,2012-04-30 00:00:00.0000000
780,7,N/A,0,102,2012-04-30 00:00:00.0000000
780,60,N/A,0,121,2012-04-30 00:00:00.0000000
781,7,N/A,0,32,2012-04-30 00:00:00.0000000
781,60,N/A,0,108,2012-04-30 00:00:00.0000000
782,7,N/A,0,100,2012-04-30 00:00:00.0000000
782,60,N/A,0,88,2012-04-30 00:00:00.0000000
783,7,N/A,0,65,2012-04-30 00:00:00.0000000
783,60,N/A,0,83,2012-04-30 00:00:00.0000000
784,7,N/A,0,75,2012-04-30 00:00:00.0000000
784,60,N/A,0,62,2012-04-30 00:00:00.0000000
785,7,N/A,0,75,2012-04-30 00:00:00.0000000
785,60,N/A,0,62,2012-04-30 00:00:00.0000000
786,7,N/A,0,102,2012-04-30 00:00:00.0000000
786,60,N/A,0,121,2012-04-30 00:00:00.0000000
787,7,N/A,0,32,2012-04-30 00:00:00.0000000
787,60,N/A,0,108,2012-04-30 00:00:00.0000000
788,7,N/A,0,52,2012-04-30 00:00:00.0000000
788,60,N/A,0,76,2012-04-30 00:00:00.0000000
789,7,N/A,0,112,2012-04-30 00:00:00.0000000
789,60,N/A,0,51,2012-04-30 00:00:00.0000000
790,7,N/A,0,99,2012-04-30 00:00:00.0000000
790,60,N/A,0,86,2012-04-30 00:00:00.0000000
791,7,N/A,0,67,2012-04-30 00:00:00.0000000
791,60,N/A,0,81,2012-04-30 00:00:00.0000000
792,7,N/A,0,104,2012-04-30 00:00:00.0000000
792,60,N/A,0,123,2012-04-30 00:00:00.0000000
793,7,N/A,0,56,2012-04-30 00:00:00.0000000
793,60,N/A,0,78,2012-04-30 00:00:00.0000000
794,7,N/A,0,116,2012-04-30 00:00:00.0000000
794,60,N/A,0,49,2012-04-30 00:00:00.0000000
795,7,N/A,0,100,2012-04-30 00:00:00.0000000
795,60,N/A,0,88,2012-04-30 00:00:00.0000000
796,7,N/A,0,65,2012-04-30 00:00:00.0000000
796,60,N/A,0,83,2012-04-30 00:00:00.0000000
797,7,N/A,0,67,2012-04-30 00:00:00.0000000
797,60,N/A,0,81,2012-04-30 00:00:00.0000000
798,7,N/A,0,73,2012-04-30 00:00:00.0000000
798,60,N/A,0,60,2012-04-30 00:00:00.0000000
799,7,N/A,0,104,2012-04-30 00:00:00.0000000
799,60,N/A,0,123,2012-04-30 00:00:00.0000000
800,7,N/A,0,30,2012-04-30 00:00:00.0000000
800,60,N/A,0,99,2012-04-30 00:00:00.0000000
801,7,N/A,0,56,2012-04-30 00:00:00.0000000
801,60,N/A,0,78,2012-04-30 00:00:00.0000000
802,5,J,7,350,2012-04-30 00:00:00.0000000
802,10,C,8,240,2012-04-30 00:00:00.0000000
802,50,A,17,273,2012-04-30 00:00:00.0000000
803,5,J,8,356,2012-04-30 00:00:00.0000000
803,10,C,9,246,2012-04-30 00:00:00.0000000
803,50,A,18,280,2012-04-30 00:00:00.0000000
804,5,J,9,363,2012-04-30 00:00:00.0000000
804,10,C,10,252,2012-04-30 00:00:00.0000000
804,50,A,19,286,2012-04-30 00:00:00.0000000
805,1,D,13,284,2012-04-30 00:00:00.0000000
805,6,R,40,265,2012-04-30 00:00:00.0000000
805,50,E,40,212,2012-04-30 00:00:00.0000000
806,1,D,14,288,2012-04-30 00:00:00.0000000
806,6,R,41,268,2012-04-30 00:00:00.0000000
806,50,E,41,216,2012-04-30 00:00:00.0000000
807,1,D,15,291,2012-04-30 00:00:00.0000000
807,6,R,42,272,2012-04-30 00:00:00.0000000
807,50,E,42,219,2012-04-30 00:00:00.0000000
808,10,E,4,267,2012-04-30 00:00:00.0000000
808,20,S,1,276,2012-04-30 00:00:00.0000000
808,50,F,2,316,2012-04-30 00:00:00.0000000
809,10,E,5,264,2012-04-30 00:00:00.0000000
809,20,S,2,273,2012-04-30 00:00:00.0000000
809,50,F,3,313,2012-04-30 00:00:00.0000000
810,10,E,6,260,2012-04-30 00:00:00.0000000
810,20,S,3,270,2012-04-30 00:00:00.0000000
810,50,F,4,310,2012-04-30 00:00:00.0000000
811,10,E,7,257,2012-04-30 00:00:00.0000000
811,20,S,4,267,2012-04-30 00:00:00.0000000
811,50,F,6,307,2012-04-30 00:00:00.0000000
812,10,E,8,254,2012-04-30 00:00:00.0000000
812,20,S,5,264,2012-04-30 00:00:00.0000000
812,50,F,7,304,2012-04-30 00:00:00.0000000
813,10,E,9,251,2012-04-30 00:00:00.0000000
813,20,S,6,260,2012-04-30 00:00:00.0000000
813,50,F,8,300,2012-04-30 00:00:00.0000000
814,10,N/A,0,110,2012-04-30 00:00:00.0000000
814,20,N/A,0,150,2012-04-30 00:00:00.0000000
814,30,N/A,0,137,2012-04-30 00:00:00.0000000
814,40,N/A,0,96,2012-04-30 00:00:00.0000000
814,50,N/A,0,148,2012-04-30 00:00:00.0000000
814,60,N/A,0,126,2012-04-30 00:00:00.0000000
815,5,T,1,265,2012-04-30 00:00:00.0000000
815,50,B,1,457,2012-04-30 00:00:00.0000000
816,5,T,2,406,2012-04-30 00:00:00.0000000
816,50,B,2,412,2012-04-30 00:00:00.0000000
817,5,T,3,443,2012-04-30 00:00:00.0000000
817,50,B,3,388,2012-04-30 00:00:00.0000000
818,5,T,4,428,2012-04-30 00:00:00.0000000
818,50,B,4,460,2012-04-30 00:00:00.0000000
819,5,T,5,409,2012-04-30 00:00:00.0000000
819,50,B,5,384,2012-04-30 00:00:00.0000000
820,5,T,6,446,2012-04-30 00:00:00.0000000
820,50,B,6,232,2012-04-30 00:00:00.0000000
821,5,T,7,432,2012-04-30 00:00:00.0000000
821,50,B,7,304,2012-04-30 00:00:00.0000000
822,10,N/A,0,115,2012-04-30 00:00:00.0000000
822,20,N/A,0,155,2012-04-30 00:00:00.0000000
822,30,N/A,0,142,2012-04-30 00:00:00.0000000
822,40,N/A,0,100,2012-04-30 00:00:00.0000000
822,50,N/A,0,153,2012-04-30 00:00:00.0000000
822,60,N/A,0,131,2012-04-30 00:00:00.0000000
823,6,A,10,425,2012-04-30 00:00:00.0000000
823,50,V,1,256,2012-04-30 00:00:00.0000000
824,6,A,10,411,2012-04-30 00:00:00.0000000
824,50,V,2,401,2012-04-30 00:00:00.0000000
825,6,A,11,396,2012-04-30 00:00:00.0000000
825,50,V,3,387,2012-04-30 00:00:00.0000000
826,6,A,11,393,2012-04-30 00:00:00.0000000
826,50,V,4,406,2012-04-30 00:00:00.0000000
827,6,A,12,412,2012-04-30 00:00:00.0000000
827,50,V,5,425,2012-04-30 00:00:00.0000000
828,6,A,12,432,2012-04-30 00:00:00.0000000
828,50,V,6,284,2012-04-30 00:00:00.0000000
829,6,A,12,265,2012-04-30 00:00:00.0000000
829,50,V,7,476,2012-04-30 00:00:00.0000000
841,7,N/A,0,288,2012-04-30 00:00:00.0000000
842,7,N/A,0,72,2012-04-30 00:00:00.0000000
843,7,N/A,0,252,2012-04-30 00:00:00.0000000
844,7,N/A,0,288,2012-04-30 00:00:00.0000000
845,7,N/A,0,324,2012-04-30 00:00:00.0000000
846,7,N/A,0,144,2012-04-30 00:00:00.0000000
847,7,N/A,0,180,2012-04-30 00:00:00.0000000
848,7,N/A,0,216,2012-04-30 00:00:00.0000000
849,7,N/A,0,108,2012-04-30 00:00:00.0000000
850,7,N/A,0,144,2012-04-30 00:00:00.0000000
851,7,N/A,0,180,2012-04-30 00:00:00.0000000
852,7,N/A,0,324,2012-04-30 00:00:00.0000000
853,7,N/A,0,0,2012-04-30 00:00:00.0000000
854,7,N/A,0,36,2012-04-30 00:00:00.0000000
855,7,N/A,0,72,2012-04-30 00:00:00.0000000
856,7,N/A,0,108,2012-04-30 00:00:00.0000000
857,7,N/A,0,144,2012-04-30 00:00:00.0000000
858,7,N/A,0,324,2012-04-30 00:00:00.0000000
859,7,N/A,0,0,2012-04-30 00:00:00.0000000
860,7,N/A,0,36,2012-04-30 00:00:00.0000000
861,7,N/A,0,72,2012-04-30 00:00:00.0000000
862,7,N/A,0,108,2012-04-30 00:00:00.0000000
863,7,N/A,0,144,2012-04-30 00:00:00.0000000
864,7,N/A,0,180,2013-04-30 00:00:00.0000000
865,7,N/A,0,216,2013-04-30 00:00:00.0000000
866,7,N/A,0,252,2013-04-30 00:00:00.0000000
867,7,N/A,0,216,2013-04-30 00:00:00.0000000
868,7,N/A,0,252,2013-04-30 00:00:00.0000000
869,7,N/A,0,288,2013-04-30 00:00:00.0000000
870,7,N/A,0,252,2013-04-30 00:00:00.0000000
871,7,N/A,0,288,2013-04-30 00:00:00.0000000
872,7,N/A,0,324,2013-04-30 00:00:00.0000000
873,7,N/A,0,180,2013-04-30 00:00:00.0000000
874,7,N/A,0,252,2013-04-30 00:00:00.0000000
875,7,N/A,0,288,2013-04-30 00:00:00.0000000
876,7,N/A,0,0,2013-04-30 00:00:00.0000000
877,7,N/A,0,36,2013-04-30 00:00:00.0000000
878,7,N/A,0,108,2013-04-30 00:00:00.0000000
879,7,N/A,0,144,2013-04-30 00:00:00.0000000
880,7,N/A,0,108,2013-04-30 00:00:00.0000000
881,7,N/A,0,324,2013-04-30 00:00:00.0000000
882,7,N/A,0,0,2013-04-30 00:00:00.0000000
883,7,N/A,0,36,2013-04-30 00:00:00.0000000
884,7,N/A,0,72,2013-04-30 00:00:00.0000000
894,1,E,23,337,2013-04-30 00:00:00.0000000
894,6,M,14,355,2013-04-30 00:00:00.0000000
894,50,W,14,155,2013-04-30 00:00:00.0000000
907,1,E,19,337,2014-08-12 00:00:00.0000000
907,6,M,12,228,2014-08-12 00:00:00.0000000
907,50,W,12,158,2014-08-12 00:00:00.0000000
908,6,D,4,400,2014-08-10 00:00:00.0000000
908,50,G,8,214,2014-08-10 00:00:00.0000000
908,60,F,11,195,2014-08-10 00:00:00.0000000
909,6,D,5,230,2014-08-10 00:00:00.0000000
909,50,G,9,72,2014-08-10 00:00:00.0000000
909,60,F,12,120,2014-08-10 00:00:00.0000000
910,6,D,7,91,2014-08-11 00:00:00.0000000
910,50,G,19,168,2014-08-11 00:00:00.0000000
910,60,F,8,96,2014-08-11 00:00:00.0000000
911,6,D,8,283,2014-08-11 00:00:00.0000000
911,50,G,20,321,2014-08-11 00:00:00.0000000
911,60,F,9,302,2014-08-11 00:00:00.0000000
912,6,D,9,302,2014-08-11 00:00:00.0000000
912,50,G,21,353,2014-08-11 00:00:00.0000000
912,60,F,10,246,2014-08-11 00:00:00.0000000
913,6,D,12,169,2014-08-10 00:00:00.0000000
913,50,G,24,145,2014-08-10 00:00:00.0000000
913,60,F,15,153,2014-08-10 00:00:00.0000000
914,6,D,13,248,2014-08-09 00:00:00.0000000
914,50,G,25,171,2014-08-09 00:00:00.0000000
914,60,F,16,382,2014-08-09 00:00:00.0000000
915,6,D,18,161,2014-08-09 00:00:00.0000000
915,50,G,26,83,2014-08-09 00:00:00.0000000
915,60,F,17,158,2014-08-09 00:00:00.0000000
916,6,D,6,425,2014-07-31 00:00:00.0000000
916,50,G,27,288,2014-07-31 00:00:00.0000000
916,60,F,4,276,2014-07-31 00:00:00.0000000
921,6,L,16,286,2014-08-08 00:00:00.0000000
921,50,R,15,243,2014-08-08 00:00:00.0000000
922,6,L,17,264,2014-08-08 00:00:00.0000000
922,50,R,17,241,2014-08-08 00:00:00.0000000
923,6,L,18,262,2014-08-08 00:00:00.0000000
923,50,R,18,240,2014-08-08 00:00:00.0000000
928,6,L,2,240,2014-08-12 00:00:00.0000000
928,50,R,1,369,2014-08-12 00:00:00.0000000
929,6,L,3,385,2014-08-12 00:00:00.0000000
929,50,R,3,284,2014-08-12 00:00:00.0000000
930,6,L,5,267,2014-08-12 00:00:00.0000000
930,50,R,5,232,2014-08-12 00:00:00.0000000
931,6,L,6,236,2014-08-12 00:00:00.0000000
931,50,R,6,252,2014-08-12 00:00:00.0000000
932,6,L,8,382,2014-08-12 00:00:00.0000000
932,50,R,7,192,2014-08-12 00:00:00.0000000
933,6,L,10,299,2014-08-08 00:00:00.0000000
933,50,R,9,228,2014-08-08 00:00:00.0000000
934,6,L,11,233,2014-08-08 00:00:00.0000000
934,50,R,11,249,2014-08-08 00:00:00.0000000
935,1,E,24,174,2014-08-10 00:00:00.0000000
935,6,M,1,182,2014-08-10 00:00:00.0000000
935,50,W,1,156,2014-08-10 00:00:00.0000000
936,1,E,25,172,2014-08-10 00:00:00.0000000
936,6,M,2,180,2014-08-10 00:00:00.0000000
936,50,W,2,155,2014-08-10 00:00:00.0000000
937,1,E,20,171,2014-08-11 00:00:00.0000000
937,6,M,9,179,2014-08-11 00:00:00.0000000
937,50,W,9,153,2014-08-11 00:00:00.0000000
938,1,E,21,169,2014-08-11 00:00:00.0000000
938,6,M,10,177,2014-08-11 00:00:00.0000000
938,50,W,10,152,2014-08-11 00:00:00.0000000
939,1,E,16,168,2014-08-11 00:00:00.0000000
939,6,M,3,176,2014-08-11 00:00:00.0000000
939,50,W,7,150,2014-08-11 00:00:00.0000000
940,1,E,17,316,2014-08-05 00:00:00.0000000
940,6,M,4,267,2014-08-05 00:00:00.0000000
940,50,W,8,323,2014-08-05 00:00:00.0000000
941,1,E,14,235,2014-08-09 00:00:00.0000000
941,6,M,5,262,2014-08-09 00:00:00.0000000
941,50,W,3,388,2014-08-09 00:00:00.0000000
942,10,N/A,0,120,2013-04-30 00:00:00.0000000
942,20,N/A,0,160,2013-04-30 00:00:00.0000000
942,30,N/A,0,147,2013-04-30 00:00:00.0000000
942,45,N/A,0,105,2013-04-30 00:00:00.0000000
942,50,N/A,0,158,2013-04-30 00:00:00.0000000
942,60,N/A,0,136,2013-04-30 00:00:00.0000000
943,10,N/A,0,102,2013-04-30 00:00:00.0000000
943,20,N/A,0,142,2013-04-30 00:00:00.0000000
943,30,N/A,0,129,2013-04-30 00:00:00.0000000
943,40,N/A,0,88,2013-04-30 00:00:00.0000000
943,50,N/A,0,140,2013-04-30 00:00:00.0000000
943,60,N/A,0,118,2013-04-30 00:00:00.0000000
944,10,N/A,0,112,2013-04-30 00:00:00.0000000
944,20,N/A,0,96,2013-04-30 00:00:00.0000000
944,30,N/A,0,123,2013-04-30 00:00:00.0000000
944,45,N/A,0,136,2013-04-30 00:00:00.0000000
944,50,N/A,0,81,2013-04-30 00:00:00.0000000
944,60,N/A,0,134,2013-04-30 00:00:00.0000000
945,5,J,4,347,2013-04-30 00:00:00.0000000
945,10,C,5,236,2013-04-30 00:00:00.0000000
945,50,A,4,270,2013-04-30 00:00:00.0000000
946,10,E,10,248,2013-04-30 00:00:00.0000000
946,20,S,7,257,2013-04-30 00:00:00.0000000
946,50,F,9,297,2013-04-30 00:00:00.0000000
947,10,E,11,244,2013-04-30 00:00:00.0000000
947,20,S,8,254,2013-04-30 00:00:00.0000000
947,50,F,10,294,2013-04-30 00:00:00.0000000
948,5,J,1,347,2014-08-12 00:00:00.0000000
948,50,A,1,420,2014-08-12 00:00:00.0000000
949,1,E,1,265,2013-04-30 00:00:00.0000000
949,5,A,14,336,2013-04-30 00:00:00.0000000
949,50,A,30,284,2013-04-30 00:00:00.0000000
950,1,E,2,272,2013-04-30 00:00:00.0000000
950,5,A,15,342,2013-04-30 00:00:00.0000000
950,50,A,31,291,2013-04-30 00:00:00.0000000
951,1,E,3,278,2013-04-30 00:00:00.0000000
951,5,A,16,348,2013-04-30 00:00:00.0000000
951,50,A,32,297,2013-04-30 00:00:00.0000000
952,1,C,5,236,2014-08-08 00:00:00.0000000
952,5,A,5,192,2014-08-08 00:00:00.0000000
952,50,A,25,161,2014-08-08 00:00:00.0000000
953,7,N/A,0,116,2013-04-30 00:00:00.0000000
953,60,N/A,0,49,2013-04-30 00:00:00.0000000
954,7,N/A,0,65,2013-04-30 00:00:00.0000000
954,60,N/A,0,83,2013-04-30 00:00:00.0000000
955,7,N/A,0,75,2013-04-30 00:00:00.0000000
955,60,N/A,0,62,2013-04-30 00:00:00.0000000
956,7,N/A,0,35,2013-04-30 00:00:00.0000000
956,60,N/A,0,40,2013-04-30 00:00:00.0000000
957,7,N/A,0,51,2013-04-30 00:00:00.0000000
957,60,N/A,0,100,2013-04-30 00:00:00.0000000
958,7,N/A,0,128,2013-04-30 00:00:00.0000000
958,60,N/A,0,35,2013-04-30 00:00:00.0000000
959,7,N/A,0,83,2013-04-30 00:00:00.0000000
959,60,N/A,0,121,2013-04-30 00:00:00.0000000
960,7,N/A,0,54,2013-04-30 00:00:00.0000000
960,60,N/A,0,105,2013-04-30 00:00:00.0000000
961,7,N/A,0,88,2013-04-30 00:00:00.0000000
961,60,N/A,0,80,2013-04-30 00:00:00.0000000
962,7,N/A,0,67,2013-04-30 00:00:00.0000000
962,60,N/A,0,107,2013-04-30 00:00:00.0000000
963,7,N/A,0,126,2013-04-30 00:00:00.0000000
963,60,N/A,0,36,2013-04-30 00:00:00.0000000
964,7,N/A,0,81,2013-04-30 00:00:00.0000000
964,60,N/A,0,116,2013-04-30 00:00:00.0000000
965,7,N/A,0,91,2013-04-30 00:00:00.0000000
965,60,N/A,0,72,2013-04-30 00:00:00.0000000
966,7,N/A,0,99,2013-04-30 00:00:00.0000000
966,60,N/A,0,86,2013-04-30 00:00:00.0000000
967,7,N/A,0,67,2013-04-30 00:00:00.0000000
967,60,N/A,0,81,2013-04-30 00:00:00.0000000
968,7,N/A,0,73,2013-04-30 00:00:00.0000000
968,60,N/A,0,60,2013-04-30 00:00:00.0000000
969,7,N/A,0,30,2013-04-30 00:00:00.0000000
969,60,N/A,0,99,2013-04-30 00:00:00.0000000
970,7,N/A,0,73,2013-04-30 00:00:00.0000000
970,60,N/A,0,60,2013-04-30 00:00:00.0000000
971,7,N/A,0,104,2013-04-30 00:00:00.0000000
971,60,N/A,0,123,2013-04-30 00:00:00.0000000
972,7,N/A,0,30,2013-04-30 00:00:00.0000000
972,60,N/A,0,99,2013-04-30 00:00:00.0000000
973,7,N/A,0,99,2013-04-30 00:00:00.0000000
973,60,N/A,0,86,2013-04-30 00:00:00.0000000
974,7,N/A,0,67,2013-04-30 00:00:00.0000000
